Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,Label
83503,49,22,10475,592,6,3,BENIGN
30759,98,93,85766,680,8,28,BENIGN
86708,89,66,64130,737,4,14,BENIGN
61112,16,40,60577,547,0,16,BENIGN
27589,98,38,27008,807,3,18,BENIGN
31015,93,48,77868,171,5,37,BENIGN
30009,19,55,48941,439,5,8,BENIGN
84309,23,75,43756,623,8,26,BENIGN
63046,83,81,71258,78,9,48,BENIGN
27143,25,55,81730,142,4,14,BENIGN
7154,16,51,93167,198,4,36,BENIGN
22804,54,60,28912,732,5,27,BENIGN
42688,73,8,83702,764,5,49,BENIGN
65288,1,86,51659,687,2,3,BENIGN
52195,42,68,47840,933,5,20,BENIGN
21581,19,75,82512,931,7,33,BENIGN
53648,97,72,39623,582,5,18,BENIGN
31087,34,9,64303,883,4,36,BENIGN
50930,80,90,47062,288,2,3,BENIGN
33981,55,2,57690,439,0,36,BENIGN
70298,18,80,78582,634,4,31,BENIGN
47167,34,95,99980,551,5,44,BENIGN
76304,89,70,24634,844,5,47,BENIGN
44408,45,85,5090,997,5,11,BENIGN
40499,6,90,46266,170,2,40,BENIGN
53269,21,59,31008,755,3,15,BENIGN
39559,70,19,88643,908,2,13,BENIGN
75319,96,28,59704,462,1,0,BENIGN
96317,48,72,63866,898,7,31,BENIGN
97347,39,14,9382,860,6,20,BENIGN
49787,31,24,48774,179,7,3,BENIGN
36488,10,44,75570,839,5,8,BENIGN
75441,30,56,75062,707,6,45,BENIGN
75663,18,90,90609,66,0,21,BENIGN
23431,60,95,47698,249,9,11,BENIGN
62681,88,51,2110,778,4,29,BENIGN
64483,73,32,82981,367,3,29,BENIGN
50153,95,50,1386,210,9,31,BENIGN
7368,15,41,59513,453,2,35,BENIGN
28424,4,66,85120,846,1,6,BENIGN
46004,63,25,48801,836,8,16,BENIGN
84869,40,61,97085,311,7,0,BENIGN
89652,9,66,72857,115,9,13,BENIGN
57985,9,42,90976,811,1,46,BENIGN
51069,26,65,32566,110,5,43,BENIGN
53326,4,36,33521,106,2,43,BENIGN
82061,81,76,24798,674,2,37,BENIGN
24398,16,9,14565,947,4,25,BENIGN
99393,15,36,24027,38,6,26,BENIGN
51861,99,92,98631,515,6,44,BENIGN
76897,52,38,6631,674,9,15,BENIGN
82905,69,33,90865,447,0,45,BENIGN
69577,5,42,57878,388,6,6,BENIGN
66641,20,61,46206,82,6,31,BENIGN
10078,79,46,59582,263,5,24,BENIGN
26003,18,86,59334,972,5,30,BENIGN
63768,2,89,73323,920,1,15,BENIGN
52047,93,61,54619,525,2,40,BENIGN
72626,13,18,27875,758,2,13,BENIGN
58660,4,70,25514,559,2,24,BENIGN
50786,42,82,23580,29,1,29,BENIGN
2925,74,80,86827,634,8,6,BENIGN
84976,61,15,5288,544,5,11,BENIGN
27015,95,48,7734,430,1,2,BENIGN
34320,8,72,84000,455,2,26,BENIGN
65881,67,13,40008,888,9,45,BENIGN
91827,63,43,50349,145,5,18,BENIGN
27289,9,60,8814,514,3,42,BENIGN
4389,94,57,44154,942,6,36,BENIGN
26683,11,71,8851,769,5,44,BENIGN
14629,99,17,2600,310,5,41,BENIGN
62550,42,50,57614,618,2,6,BENIGN
25826,13,32,73402,42,7,48,BENIGN
27630,36,22,4692,656,8,15,BENIGN
99762,13,55,59027,776,5,31,BENIGN
47163,12,57,21373,287,1,7,BENIGN
99511,37,13,99636,142,0,48,BENIGN
67435,74,47,63805,759,2,12,BENIGN
12653,73,87,81383,536,2,10,BENIGN
28961,52,62,15507,798,7,19,BENIGN
82941,71,54,63931,135,4,17,BENIGN
75137,2,29,76499,354,0,36,BENIGN
34662,56,22,72642,26,3,5,BENIGN
99818,60,65,73869,833,6,19,BENIGN
57446,23,29,98449,571,4,31,BENIGN
22288,40,48,97819,656,9,45,BENIGN
96081,64,5,40423,639,5,43,BENIGN
37877,85,35,96351,387,9,28,BENIGN
16313,23,74,87120,827,3,3,BENIGN
81885,29,83,91918,69,1,6,BENIGN
73715,78,71,67600,646,8,42,BENIGN
11326,90,46,42848,476,1,19,BENIGN
2560,51,35,7820,637,1,33,BENIGN
80148,69,45,9512,400,1,35,BENIGN
84186,95,13,37725,945,0,6,BENIGN
27745,89,10,52534,694,2,32,BENIGN
32890,31,66,86151,196,5,14,BENIGN
21022,50,70,40776,507,6,31,BENIGN
53579,20,72,61945,609,0,21,BENIGN
71316,55,25,84420,724,4,39,BENIGN
84847,81,44,48455,370,4,28,BENIGN
29380,2,60,84488,832,0,24,BENIGN
3356,25,47,53433,841,3,4,BENIGN
71326,13,40,10711,458,9,13,BENIGN
93447,92,7,60262,703,0,49,BENIGN
90899,70,46,87009,873,0,34,BENIGN
21049,67,23,84785,689,6,1,BENIGN
76717,58,83,10597,190,6,24,BENIGN
17082,99,46,61067,821,2,15,BENIGN
1661,82,86,88520,968,6,45,BENIGN
38412,75,13,49022,139,2,15,BENIGN
3920,84,21,82924,984,1,10,BENIGN
92194,64,1,19782,158,9,48,BENIGN
61315,69,19,52782,481,3,34,BENIGN
80561,83,60,73144,827,9,22,BENIGN
9946,86,33,99651,730,2,4,BENIGN
95242,59,4,56013,632,6,34,BENIGN
46500,60,3,73036,957,0,28,BENIGN
17309,83,91,36342,509,5,46,BENIGN
56230,62,52,86745,658,1,4,BENIGN
99656,16,99,21977,364,7,2,BENIGN
31027,88,28,58396,925,4,5,BENIGN
73541,68,70,51021,220,2,22,BENIGN
60321,15,70,70057,667,9,45,BENIGN
1956,89,55,67836,605,6,1,BENIGN
75131,55,57,28075,39,1,17,BENIGN
48908,35,87,90515,586,4,29,BENIGN
79339,55,97,31802,33,7,37,BENIGN
26963,14,16,78761,993,0,4,BENIGN
40443,49,24,78017,952,0,45,BENIGN
40063,83,69,87753,732,2,48,BENIGN
81818,7,41,56822,231,2,10,BENIGN
5703,30,77,52603,611,6,0,BENIGN
66128,83,47,81291,627,5,9,BENIGN
73099,49,76,91450,693,6,40,BENIGN
26849,89,69,36592,751,3,43,BENIGN
32860,16,31,57006,934,1,25,BENIGN
32585,51,92,27269,598,1,32,BENIGN
23015,72,92,51138,589,9,26,BENIGN
78539,82,30,63398,886,0,49,BENIGN
44585,92,18,91091,410,8,11,BENIGN
27958,80,44,20874,874,6,1,BENIGN
27017,83,27,58228,910,9,0,BENIGN
77707,42,99,63670,613,2,0,BENIGN
46350,17,26,8925,521,1,32,BENIGN
13201,63,60,4107,97,2,21,BENIGN
30426,45,18,87388,474,6,11,BENIGN
18778,77,97,96719,59,4,38,BENIGN
46241,7,89,28617,112,2,35,BENIGN
43229,27,56,75258,377,8,20,BENIGN
87652,10,31,51075,945,1,19,BENIGN
49364,34,59,23631,501,6,35,BENIGN
99833,36,2,63444,567,9,25,BENIGN
85878,25,97,98158,700,5,46,BENIGN
58056,6,39,8883,788,5,30,BENIGN
28490,24,61,20708,277,6,0,BENIGN
20975,18,63,47221,406,5,37,BENIGN
27723,87,96,18197,329,1,13,BENIGN
24279,6,18,22134,529,4,25,BENIGN
79301,29,17,34550,458,2,45,BENIGN
12561,25,98,15642,786,8,41,BENIGN
67061,55,39,21439,485,7,6,BENIGN
89397,81,71,98779,907,9,11,BENIGN
50153,46,54,25583,599,1,23,BENIGN
34142,24,99,94885,918,0,18,BENIGN
27916,75,94,80538,249,3,8,BENIGN
65324,26,76,63014,267,3,34,BENIGN
45965,98,35,20523,717,9,3,BENIGN
5648,28,11,71543,981,1,44,BENIGN
36133,3,61,86971,953,6,41,BENIGN
51677,75,44,91629,851,2,31,BENIGN
97059,38,68,77830,652,6,45,BENIGN
95588,61,25,46538,973,6,5,BENIGN
99317,78,48,48310,399,0,27,BENIGN
71135,51,32,11908,352,5,27,BENIGN
36046,90,84,58290,782,3,39,BENIGN
48064,48,95,54634,763,7,28,BENIGN
70350,21,4,13699,396,7,41,BENIGN
46893,54,38,67912,403,2,4,BENIGN
62272,56,63,15255,692,3,4,BENIGN
93152,94,47,80183,668,0,36,BENIGN
68649,59,1,61282,279,9,40,BENIGN
65674,72,3,59249,158,1,27,BENIGN
14760,51,86,39176,389,6,40,BENIGN
22927,20,62,9163,820,6,46,BENIGN
87475,96,64,55210,37,8,8,BENIGN
62367,86,17,72979,158,9,28,BENIGN
98955,59,78,79860,429,8,13,BENIGN
13588,71,62,22143,289,8,37,BENIGN
53233,9,35,5920,191,5,39,BENIGN
45738,1,13,83911,175,7,33,BENIGN
34397,29,35,38996,26,8,36,BENIGN
83189,63,43,12748,159,6,48,BENIGN
77367,72,2,95071,348,3,41,BENIGN
72260,56,56,82251,54,3,13,BENIGN
77619,68,77,48252,511,5,17,BENIGN
20816,35,51,64179,851,3,32,BENIGN
43240,3,54,7450,198,6,33,BENIGN
7276,7,16,53756,660,7,27,BENIGN
80530,27,18,51235,70,7,35,BENIGN
24499,1,7,91546,303,7,44,BENIGN
89576,91,45,1020,843,1,47,BENIGN
83495,80,36,81253,42,9,36,BENIGN
72635,71,41,10664,308,1,22,BENIGN
86112,44,94,67635,424,1,41,BENIGN
36946,87,42,24225,633,1,16,BENIGN
56204,41,7,69173,812,3,10,BENIGN
52886,75,15,86333,558,4,31,BENIGN
72652,42,60,41225,440,3,36,BENIGN
16563,33,40,11807,504,4,14,BENIGN
93324,50,83,84274,109,3,3,BENIGN
93464,63,37,7402,32,6,38,BENIGN
10847,37,66,5521,429,9,29,BENIGN
27155,59,55,64165,433,0,9,BENIGN
80671,81,77,9382,496,0,22,BENIGN
84310,99,95,16065,739,1,23,BENIGN
68278,48,80,86470,98,0,35,BENIGN
19309,5,56,15425,218,9,4,BENIGN
1619,48,44,14111,280,9,36,BENIGN
84194,96,57,41799,942,2,42,BENIGN
51108,3,6,54257,758,5,18,BENIGN
35707,47,92,62177,909,9,36,BENIGN
21337,62,32,82046,415,5,7,BENIGN
82537,99,74,38851,730,0,6,BENIGN
67504,14,18,9816,287,5,39,BENIGN
48614,63,68,78853,986,4,12,BENIGN
92428,61,73,3175,215,6,36,BENIGN
92155,31,7,12341,599,5,26,BENIGN
1281,95,8,64908,922,6,17,BENIGN
28420,17,64,26654,337,1,23,BENIGN
81896,24,7,61895,619,0,40,BENIGN
40030,23,41,60696,867,6,1,BENIGN
2058,82,40,58889,886,8,15,BENIGN
87213,50,3,88144,871,1,13,BENIGN
77260,78,17,84115,991,6,16,BENIGN
29404,79,66,31194,345,2,5,BENIGN
30856,79,79,35837,615,5,34,BENIGN
10200,70,93,69894,601,2,16,BENIGN
65178,27,52,85358,47,9,44,BENIGN
34997,15,22,42576,929,4,37,BENIGN
26611,50,4,20727,237,1,39,BENIGN
42235,36,6,35579,492,7,5,BENIGN
36057,8,38,97554,143,7,47,BENIGN
2239,79,26,17555,717,6,37,BENIGN
66661,3,11,54294,987,5,48,BENIGN
46272,62,90,50777,399,0,20,BENIGN
90393,47,17,6906,803,7,34,BENIGN
62212,77,88,41751,622,0,22,BENIGN
16398,98,92,70599,996,7,11,BENIGN
57503,88,99,75180,434,1,28,BENIGN
7638,96,31,74678,596,7,26,BENIGN
7570,61,77,32644,815,9,5,BENIGN
69785,32,35,34521,519,3,20,BENIGN
10110,94,16,12564,729,6,6,BENIGN
80141,13,79,71640,604,4,42,BENIGN
13115,1,18,28299,436,7,40,BENIGN
40062,34,62,48958,958,5,15,BENIGN
23911,62,27,57078,664,4,4,BENIGN
33556,79,35,14421,483,0,14,BENIGN
79131,78,45,89747,577,2,20,BENIGN
2969,93,35,12202,370,9,3,BENIGN
44753,98,28,43185,961,8,4,BENIGN
83811,82,9,4685,808,8,6,BENIGN
5470,71,76,91197,220,4,34,BENIGN
11225,93,15,43637,962,2,35,BENIGN
24196,31,21,19366,188,5,14,BENIGN
14669,64,52,25276,929,4,27,BENIGN
38380,25,35,81946,67,0,1,BENIGN
49320,38,97,49239,82,1,4,BENIGN
48414,14,51,76214,224,4,6,BENIGN
16577,8,83,25575,909,8,21,BENIGN
89009,91,55,42401,787,3,48,BENIGN
56409,54,87,42230,968,8,30,BENIGN
29625,2,77,80424,82,2,31,BENIGN
82040,81,44,83263,476,0,7,BENIGN
25089,78,65,69617,280,5,40,BENIGN
37487,89,93,24021,508,9,41,BENIGN
66838,56,88,10449,363,6,10,BENIGN
97999,94,80,16657,243,3,0,BENIGN
95795,93,25,36059,328,9,46,BENIGN
51138,84,87,2532,28,4,39,BENIGN
43823,85,92,51805,634,3,18,BENIGN
38208,61,47,82551,584,2,43,BENIGN
55061,22,80,38756,381,0,37,BENIGN
31659,35,56,72880,193,5,41,BENIGN
32890,16,38,75642,286,9,36,BENIGN
80134,50,11,35206,683,4,6,BENIGN
48055,43,67,53168,764,0,38,BENIGN
20508,17,15,76188,154,4,24,BENIGN
43287,80,1,25550,667,5,21,BENIGN
79916,58,7,7389,90,9,26,BENIGN
27984,2,1,88897,331,4,40,BENIGN
9125,4,49,36847,444,0,46,BENIGN
37059,85,96,80239,842,4,37,BENIGN
70569,39,73,19642,52,9,47,BENIGN
18087,98,29,37509,322,0,38,BENIGN
6704,94,26,80417,915,2,14,BENIGN
61576,6,87,50237,302,1,1,BENIGN
74384,81,45,16414,697,0,7,BENIGN
88128,89,93,64176,897,3,43,BENIGN
73460,69,97,80865,78,1,42,BENIGN
28208,69,71,63059,65,4,5,BENIGN
86150,20,12,50150,640,9,19,BENIGN
67024,64,95,89367,213,0,26,BENIGN
40882,16,32,42091,429,9,44,BENIGN
26923,51,20,74124,936,0,22,BENIGN
30165,37,51,1903,576,9,47,BENIGN
68203,73,81,55235,559,3,39,BENIGN
92749,69,36,59565,252,6,16,BENIGN
5114,42,67,56342,210,1,12,BENIGN
65965,57,1,43723,757,1,3,BENIGN
37321,66,27,36572,483,0,19,BENIGN
74297,9,40,18610,536,4,41,BENIGN
97652,86,97,35052,665,5,24,BENIGN
26426,64,84,99993,86,5,21,BENIGN
18772,86,14,88063,994,1,47,BENIGN
4712,22,69,38550,487,6,16,BENIGN
2367,34,87,55033,830,5,39,BENIGN
92736,55,79,30011,449,7,10,BENIGN
52924,29,6,35764,272,5,24,BENIGN
4726,38,33,98540,194,8,4,BENIGN
90152,97,55,54533,64,9,20,BENIGN
28723,18,19,25064,317,1,25,BENIGN
10108,71,77,50581,525,6,15,BENIGN
78714,65,29,29702,308,4,39,BENIGN
36643,97,61,86701,561,0,20,BENIGN
32324,1,70,9631,239,2,47,BENIGN
84360,88,79,88388,386,3,31,BENIGN
9927,4,80,71043,295,1,3,BENIGN
94680,4,24,67063,147,6,37,BENIGN
97546,82,23,29981,487,0,7,BENIGN
23443,27,10,36764,624,2,8,BENIGN
80973,43,54,51513,16,8,44,BENIGN
64449,59,41,67198,685,1,16,BENIGN
77743,32,49,25940,428,4,40,BENIGN
61233,33,17,72792,481,3,12,BENIGN
26537,28,56,29432,944,2,8,BENIGN
78576,55,45,9367,429,4,5,BENIGN
23612,60,30,26511,886,5,26,BENIGN
94977,70,44,9573,285,0,41,BENIGN
7471,62,74,16582,570,1,36,BENIGN
36631,80,55,6378,617,0,38,BENIGN
93059,34,19,66296,580,2,42,BENIGN
32348,87,29,14500,752,7,23,BENIGN
65732,88,2,66841,698,7,8,BENIGN
2177,56,36,22881,99,3,41,BENIGN
5760,13,19,71233,291,5,10,BENIGN
33779,56,7,52542,557,8,34,BENIGN
22636,18,26,66285,180,6,28,BENIGN
82889,54,79,60547,647,1,7,BENIGN
54551,77,38,63151,820,1,16,BENIGN
12556,43,3,8222,364,2,6,BENIGN
28598,39,80,8933,213,7,11,BENIGN
12563,61,66,84385,298,9,47,BENIGN
47819,42,95,90772,877,8,14,BENIGN
74770,81,92,99706,471,2,28,BENIGN
92055,79,71,79437,618,8,44,BENIGN
27966,18,94,7940,759,9,49,BENIGN
82709,23,43,85590,182,7,49,BENIGN
60889,54,62,60145,310,4,23,BENIGN
27987,30,71,44610,609,9,36,BENIGN
79714,98,93,58520,920,2,13,BENIGN
59348,58,24,5544,872,6,10,BENIGN
25596,68,39,91854,538,8,34,BENIGN
34174,67,68,55812,149,5,16,BENIGN
65106,71,93,72610,775,2,26,BENIGN
70967,18,44,52500,287,4,43,BENIGN
60182,7,5,40618,672,6,2,BENIGN
94300,40,55,26444,520,7,1,BENIGN
88163,70,93,86982,355,3,3,BENIGN
40310,86,30,95079,855,1,17,BENIGN
57088,65,29,57586,149,9,19,BENIGN
9906,68,26,25789,123,1,20,BENIGN
37914,49,83,2617,589,2,13,BENIGN
46379,52,26,4333,516,7,7,BENIGN
79612,29,37,41002,375,0,1,BENIGN
38650,21,91,64620,700,6,25,BENIGN
47881,90,94,88688,646,5,18,BENIGN
47413,78,53,90627,406,1,41,BENIGN
7012,9,30,1511,834,8,27,BENIGN
51115,47,3,38850,832,4,28,BENIGN
8151,76,43,83172,859,1,4,BENIGN
58716,42,7,87053,884,2,42,BENIGN
94747,51,49,32786,933,6,27,BENIGN
93653,56,73,75356,879,6,40,BENIGN
37378,51,41,37244,754,9,47,BENIGN
43652,70,77,75714,949,0,25,BENIGN
73430,20,79,68261,668,9,4,BENIGN
14467,88,54,19477,951,3,14,BENIGN
32010,27,69,47533,120,5,45,BENIGN
55691,38,93,35469,884,7,8,BENIGN
65157,72,99,9496,367,2,31,BENIGN
13289,65,91,13270,247,2,25,BENIGN
45976,54,27,77008,12,7,36,BENIGN
44596,24,8,21724,732,7,14,BENIGN
24171,47,32,31416,413,7,40,BENIGN
87365,71,84,36575,34,0,3,BENIGN
45139,83,64,82190,852,7,35,BENIGN
49713,86,10,77614,518,7,19,BENIGN
30734,63,13,94566,705,1,26,BENIGN
73588,57,63,74108,474,8,20,BENIGN
64646,55,93,18408,70,6,21,BENIGN
4654,60,35,20359,517,7,6,BENIGN
90022,99,61,9698,132,1,46,BENIGN
19743,62,54,71392,506,3,30,BENIGN
49368,30,8,94063,64,6,16,BENIGN
91025,93,29,40492,172,5,49,BENIGN
75172,22,95,75781,983,6,6,BENIGN
7441,75,41,44634,708,0,18,BENIGN
25611,84,30,43864,48,7,27,BENIGN
13149,29,86,95482,706,6,9,BENIGN
60189,41,21,38355,92,3,26,BENIGN
22675,42,76,38690,716,0,12,BENIGN
72031,98,11,38814,555,7,1,BENIGN
43668,65,2,32645,122,9,21,BENIGN
14673,31,50,85814,434,6,19,BENIGN
77666,30,41,73739,927,7,42,BENIGN
89204,18,66,57630,239,9,4,BENIGN
81758,17,98,49171,292,0,5,BENIGN
66429,38,3,22658,926,4,34,BENIGN
24669,14,80,16797,946,8,0,BENIGN
35068,87,51,59799,296,4,34,BENIGN
89789,89,68,99342,164,9,2,BENIGN
10435,79,87,97494,174,2,35,BENIGN
95088,56,84,53236,971,8,6,BENIGN
53249,22,25,7265,191,8,28,BENIGN
38384,67,30,73134,248,3,14,BENIGN
82929,56,82,83678,658,3,10,BENIGN
77153,19,11,54494,348,7,17,BENIGN
76388,57,93,53268,947,6,43,BENIGN
32401,44,17,27998,521,4,3,BENIGN
72831,98,26,92426,941,5,23,BENIGN
35084,35,23,95414,275,2,10,BENIGN
56826,1,56,62339,196,5,5,BENIGN
37451,52,52,15306,49,7,17,BENIGN
8227,85,48,65006,831,9,14,BENIGN
32910,93,20,48345,502,8,2,BENIGN
37041,70,2,12885,688,2,16,BENIGN
89920,37,88,44826,400,7,32,BENIGN
66681,65,31,56597,269,2,33,BENIGN
82571,51,27,8443,664,1,29,BENIGN
66481,1,2,98375,725,4,18,BENIGN
69576,91,78,18084,185,3,8,BENIGN
65174,21,4,90447,783,4,39,BENIGN
27160,53,13,5383,773,5,43,BENIGN
18633,16,35,93313,338,2,30,BENIGN
95880,61,72,35361,940,0,26,BENIGN
18014,54,66,81294,209,3,46,BENIGN
81532,40,6,62331,720,5,24,BENIGN
50104,26,31,96057,205,1,6,BENIGN
42621,80,10,21529,835,1,47,BENIGN
78231,92,21,59574,598,0,6,BENIGN
69388,65,74,89627,540,8,19,BENIGN
17014,74,23,97917,71,2,43,BENIGN
93578,64,3,31932,336,1,48,BENIGN
34755,43,32,2908,915,3,42,BENIGN
41390,17,20,31358,290,5,35,BENIGN
24711,59,74,31412,949,0,18,BENIGN
92658,23,29,84710,771,8,1,BENIGN
58993,7,52,82032,236,8,33,BENIGN
75696,44,46,3928,648,7,16,BENIGN
28213,53,34,66158,67,5,23,BENIGN
58784,71,84,31632,930,3,8,BENIGN
8421,79,61,33309,486,1,0,BENIGN
87936,34,72,10280,385,7,41,BENIGN
18727,46,71,41449,725,6,27,BENIGN
5358,68,70,88171,252,3,14,BENIGN
66108,78,11,27957,376,2,20,BENIGN
95018,78,82,37895,945,5,14,BENIGN
33117,16,93,71499,853,0,22,BENIGN
89700,71,89,94057,509,1,1,BENIGN
32910,96,63,99151,847,6,45,BENIGN
99032,19,21,22695,261,2,35,BENIGN
56754,2,3,75893,915,0,49,BENIGN
63438,10,82,64123,331,1,8,BENIGN
30371,50,88,26176,385,9,1,BENIGN
52501,81,10,19409,418,9,1,BENIGN
61946,12,27,57967,720,8,17,BENIGN
39467,70,12,1987,497,6,16,BENIGN
18625,22,7,55462,352,6,40,BENIGN
34893,32,17,68501,249,9,7,BENIGN
77329,84,65,97854,148,7,33,BENIGN
32007,1,64,27015,131,7,33,BENIGN
92302,54,26,95727,429,8,4,BENIGN
40532,58,15,67404,570,1,43,BENIGN
55253,70,33,51281,313,7,28,BENIGN
13323,83,62,38146,124,7,27,BENIGN
74379,18,47,49231,352,4,15,BENIGN
15210,6,95,30032,260,4,13,BENIGN
17456,45,35,29305,16,3,1,BENIGN
32367,97,65,55306,740,4,39,BENIGN
55624,23,72,89176,598,1,3,BENIGN
11106,23,76,19318,188,1,40,BENIGN
69008,26,83,14246,154,4,30,BENIGN
73240,77,25,34844,425,2,25,BENIGN
65315,7,57,33602,675,0,26,BENIGN
70249,79,32,22584,130,8,33,BENIGN
71587,44,63,16169,133,1,30,BENIGN
11756,27,12,26968,159,9,47,BENIGN
69011,26,63,7385,406,1,10,BENIGN
37378,97,77,74758,390,3,7,BENIGN
5255,79,92,26444,789,1,11,BENIGN
15484,36,1,63497,848,6,34,BENIGN
57549,55,51,6362,10,9,44,BENIGN
35503,64,70,9250,682,0,33,BENIGN
74794,91,8,69354,253,1,12,BENIGN
46113,57,68,37368,896,4,26,BENIGN
75069,69,5,45109,407,1,7,BENIGN
99117,61,89,81589,260,8,46,BENIGN
6249,2,86,58645,888,3,20,BENIGN
20201,55,92,57997,585,8,40,BENIGN
59576,97,39,28426,308,0,10,BENIGN
10686,80,23,40023,769,0,21,BENIGN
54363,87,68,60267,963,0,20,BENIGN
98543,38,52,25892,306,3,27,BENIGN
1661,80,4,60232,986,8,2,BENIGN
45843,78,47,95897,973,7,6,BENIGN
96673,29,21,60225,509,6,13,BENIGN
61963,26,56,17007,124,0,14,BENIGN
43828,35,66,80777,816,2,8,BENIGN
49604,79,59,45858,10,8,42,BENIGN
11526,67,7,46073,562,8,6,BENIGN
69910,87,49,90438,694,4,11,BENIGN
26592,29,16,91042,609,5,18,BENIGN
29982,34,17,84098,491,5,26,BENIGN
1207,97,84,21239,619,9,17,BENIGN
89733,41,87,63969,609,3,12,BENIGN
99936,41,98,14065,772,0,42,BENIGN
69619,23,75,42291,519,4,0,BENIGN
30328,71,34,39805,344,0,37,BENIGN
47479,3,33,99831,474,0,20,BENIGN
21103,58,26,19443,150,4,33,BENIGN
40891,32,66,10290,592,4,12,BENIGN
11754,31,63,1211,146,6,44,BENIGN
82437,82,87,84634,968,1,40,BENIGN
99540,43,41,20072,620,5,22,BENIGN
73982,7,86,44290,672,1,0,BENIGN
56922,1,58,86186,959,9,22,BENIGN
49231,61,98,16115,696,4,27,BENIGN
30301,14,79,6149,176,3,31,BENIGN
92652,52,10,42992,352,9,7,BENIGN
63711,96,15,18716,419,4,25,BENIGN
42323,6,42,98724,778,1,13,BENIGN
19752,10,93,14621,919,7,23,BENIGN
98912,71,57,7820,745,7,47,BENIGN
83205,90,87,43800,889,5,28,BENIGN
99452,98,17,56043,851,2,3,BENIGN
14395,30,60,31399,74,3,17,BENIGN
86957,21,9,15002,590,0,13,BENIGN
57273,60,36,44098,76,8,26,BENIGN
92878,81,73,46511,442,9,40,BENIGN
5895,97,80,54243,59,4,46,BENIGN
77559,74,36,29750,323,7,2,BENIGN
11699,63,48,92610,318,2,29,BENIGN
66061,42,51,18310,612,3,35,BENIGN
10715,51,97,56398,124,3,22,BENIGN
20169,64,95,83542,895,7,17,BENIGN
17163,76,70,76207,578,8,45,BENIGN
6782,56,74,45345,351,2,46,BENIGN
89177,80,80,94430,539,6,39,BENIGN
85328,41,68,92729,793,8,9,BENIGN
36585,32,22,52843,651,1,11,BENIGN
31682,15,77,11222,504,3,40,BENIGN
48864,62,80,90322,278,2,7,BENIGN
85416,27,93,32509,950,7,31,BENIGN
56114,28,6,1386,89,3,16,BENIGN
39067,81,26,65334,465,8,40,BENIGN
43685,64,75,68170,308,0,44,BENIGN
19073,59,88,41878,977,0,13,BENIGN
37035,58,93,70669,831,3,36,BENIGN
65977,2,3,39349,211,2,8,BENIGN
91373,36,52,22952,512,2,25,BENIGN
84362,71,74,91352,746,9,47,BENIGN
91517,13,60,22529,680,1,23,BENIGN
66450,15,63,72303,725,9,22,BENIGN
11382,89,65,42521,658,9,30,BENIGN
5437,87,52,19383,494,1,38,BENIGN
71971,60,90,5901,594,7,43,BENIGN
65612,22,76,43889,569,0,1,BENIGN
91355,63,14,15633,27,7,49,BENIGN
62929,90,89,63244,487,9,17,BENIGN
98518,97,72,20163,497,2,15,BENIGN
99864,75,68,60019,992,1,28,BENIGN
13329,74,28,11707,788,8,10,BENIGN
26169,25,71,89112,455,4,1,BENIGN
88468,48,10,84597,349,4,13,BENIGN
35594,43,57,46101,540,5,3,BENIGN
77957,38,66,45706,621,3,38,BENIGN
61631,41,90,78084,125,6,33,BENIGN
46033,45,50,16115,867,6,45,BENIGN
64133,88,14,76379,83,8,38,BENIGN
74165,40,16,40979,801,5,8,BENIGN
74861,97,54,41641,278,0,39,BENIGN
53290,17,43,70377,646,8,40,BENIGN
95031,88,42,7416,125,9,6,BENIGN
32750,57,81,11633,695,8,16,BENIGN
96155,2,22,1594,702,4,22,BENIGN
41461,96,68,15393,747,6,44,BENIGN
74800,62,19,36380,678,0,10,BENIGN
79222,88,66,46056,173,3,21,BENIGN
25226,9,39,89279,592,9,17,BENIGN
7721,68,73,98507,231,3,48,BENIGN
57154,81,19,5861,135,4,27,BENIGN
21609,17,16,37126,666,5,15,BENIGN
53130,50,54,81382,185,3,41,DDoS
73909,94,25,92713,982,5,3,DDoS
56249,40,18,34682,673,9,35,DDoS
49895,58,23,19228,703,6,21,DDoS
95473,75,85,25009,384,2,10,DDoS
6656,85,11,1094,868,8,20,DDoS
75520,21,39,81636,507,7,39,DDoS
64740,18,68,53221,94,0,40,DDoS
65309,55,25,99453,885,1,15,DDoS
30984,29,63,18430,392,1,41,DDoS
74822,24,96,36571,642,9,8,DDoS
6901,74,30,55486,650,8,34,DDoS
32552,17,45,91510,472,8,33,DDoS
92245,18,90,97665,460,8,8,DDoS
32055,42,61,63294,527,0,12,DDoS
38685,84,51,21860,855,6,5,DDoS
74965,45,98,73812,704,2,3,DDoS
15716,82,9,67087,559,8,45,DDoS
12138,17,76,9486,938,7,27,DDoS
36298,73,2,84063,125,2,10,DDoS
52112,14,5,50607,623,0,33,DDoS
24429,49,62,10745,17,8,34,DDoS
51200,29,69,79533,227,9,4,DDoS
72308,95,52,19330,728,0,38,DDoS
49244,4,86,41078,599,2,10,DDoS
18347,82,5,56332,889,5,11,DDoS
17920,20,59,55532,413,5,42,DDoS
32822,47,68,91365,576,9,18,DDoS
47659,9,9,44336,313,3,12,DDoS
41108,77,93,9070,476,1,3,DDoS
